id,kind,title,abstract,org,year,status,url,source,is_synthetic
SYN-00529,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2025,Granted,,SYNTHETIC-DEMO,True
SYN-00530,project,Scalable hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2023,Ongoing,,SYNTHETIC-DEMO,True
SYN-00531,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of graphite ore,This patent describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2017,Published,,SYNTHETIC-DEMO,True
SYN-00532,project,Energy-efficient nickel alloy and cathode materials for battery and magnet applications,This project describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2015,Completed,,SYNTHETIC-DEMO,True
SYN-00533,patent,Selective open-pit mining planning method for nickel ore bodies,This patent describes a open-pit mining planning method for nickel ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2018,Granted,,SYNTHETIC-DEMO,True
SYN-00534,patent,Scalable cobalt alloy and cathode materials for battery and magnet applications,This patent describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2018,Under examination,,SYNTHETIC-DEMO,True
SYN-00535,paper,Scalable open-pit mining planning method for lithium ore bodies,This paper describes a open-pit mining planning method for lithium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2019,Published,,SYNTHETIC-DEMO,True
SYN-00536,patent,Low-cost open-pit mining planning method for cobalt ore bodies,This patent describes a open-pit mining planning method for cobalt ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2023,Published,,SYNTHETIC-DEMO,True
SYN-00537,project,Selective hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2018,Completed,,SYNTHETIC-DEMO,True
SYN-00538,paper,Low-cost froth flotation and magnetic separation process for beneficiation of cobalt ore,This paper describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2021,Published,,SYNTHETIC-DEMO,True
SYN-00539,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of cobalt ore,This patent describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2025,Under examination,,SYNTHETIC-DEMO,True
SYN-00540,patent,Scalable open-pit mining planning method for rare earth ore bodies,This patent describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2012,Granted,,SYNTHETIC-DEMO,True
SYN-00541,project,Scalable hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2016,Ongoing,,SYNTHETIC-DEMO,True
SYN-00542,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Published,,SYNTHETIC-DEMO,True
SYN-00543,project,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2017,Ongoing,,SYNTHETIC-DEMO,True
SYN-00544,paper,Scalable geochemical survey and remote sensing approach for cobalt exploration,This paper describes a geochemical survey and remote sensing approach for cobalt exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2016,Published,,SYNTHETIC-DEMO,True
SYN-00545,paper,Novel hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2017,Published,,SYNTHETIC-DEMO,True
SYN-00546,patent,Selective open-pit mining planning method for cobalt ore bodies,This patent describes a open-pit mining planning method for cobalt ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2019,Published,,SYNTHETIC-DEMO,True
SYN-00547,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2020,Published,,SYNTHETIC-DEMO,True
SYN-00548,paper,Improved open-pit mining planning method for lithium ore bodies,This paper describes a open-pit mining planning method for lithium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2020,Published,,SYNTHETIC-DEMO,True
SYN-00549,patent,Selective geochemical survey and remote sensing approach for rare earth exploration,This patent describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2023,Published,,SYNTHETIC-DEMO,True
SYN-00550,paper,Low-cost hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2013,Published,,SYNTHETIC-DEMO,True
SYN-00551,patent,Selective froth flotation and magnetic separation process for beneficiation of nickel ore,This patent describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2021,Under examination,,SYNTHETIC-DEMO,True
SYN-00552,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2015,Published,,SYNTHETIC-DEMO,True
SYN-00553,paper,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2019,Published,,SYNTHETIC-DEMO,True
SYN-00554,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2024,Published,,SYNTHETIC-DEMO,True
